w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
62	1111222342343344	1212123334412434	15441	fallback_evaluated_by_x_component_coloring	0	1	4	0.204	
64	1111222343233444	1211134222334434	12435	fallback_evaluated_by_x_component_coloring	0	5	6	9.078	
67	1111222343243344	1112223334412434	1383	fallback_evaluated_by_x_component_coloring	0	3	7	4.014	
69	1111222343323444	1213114222343344	17794	fallback_evaluated_by_x_component_coloring	0	3	6	2.031	
71	1111222343324434	1231124213243344	21453	fallback_evaluated_by_x_component_coloring	0	1	5	0.224	
72	1111222343342344	1213124312324434	18538	fallback_evaluated_by_x_component_coloring	0	1	4	0.083	
73	1111222343342434	1123214312423344	10940	fallback_evaluated_by_x_component_coloring	0	1	9	0.270	
76	1111222343423434	1231124213243344	21453	fallback_evaluated_by_x_component_coloring	0	1	5	0.183	
77	1111222343432344	1122123314324434	6835	fallback_evaluated_by_x_component_coloring	0	4	6	4.128	
78	1111222343432434	1213243112234344	20048	fallback_evaluated_by_x_component_coloring	0	1	3	0.006	
80	1111223223343444	1211132322434434	12341	fallback_evaluated_by_x_component_coloring	0	8	6	79.506	
81	1111223223344344	1213241132323444	19905	fallback_evaluated_by_x_component_coloring	0	2	4	2.288	
82	1111223223344434	1213211422334344	18938	fallback_evaluated_by_x_component_coloring	0	2	6	1.404	
83	1111223223433444	1122131342234434	7062	fallback_evaluated_by_x_component_coloring	0	8	20	77.266	
84	1111223223434344	1212121343342434	15312	fallback_evaluated_by_x_component_coloring	0	2	7	0.502	
85	1111223223434434	1213231244132344	19718	fallback_evaluated_by_x_component_coloring	0	1	4	0.056	
86	1111223223443344	1122133244132434	7479	fallback_evaluated_by_x_component_coloring	0	12	9	78.806	
87	1111223223443434	1231122143243344	21028	fallback_evaluated_by_x_component_coloring	0	2	6	1.622	
88	1111223224334344	1123211233244434	10257	fallback_evaluated_by_x_component_coloring	0	4	5	9.504	
89	1111223224334434	1231121232443344	20824	fallback_evaluated_by_x_component_coloring	0	1	5	0.400	
90	1111223224343344	1213122431323444	18187	fallback_evaluated_by_x_component_coloring	0	8	5	22.870	
91	1111223224343434	1213121432423344	17991	fallback_evaluated_by_x_component_coloring	0	3	13	7.327	
92	1111223232343444	1213121324423344	17933	fallback_evaluated_by_x_component_coloring	-2	3	7	2.988	
93	1111223232344344	1231121224334434	20814	fallback_evaluated_by_x_component_coloring	0	1	6	0.955	
94	1111223232344434	1123231214432344	11087	fallback_evaluated_by_x_component_coloring	2	3	5	2.394	
95	1111223232433444	1213121432234344	17981	fallback_evaluated_by_x_component_coloring	0	4	5	6.755	
96	1111223232434344	1213142312233444	18741	fallback_evaluated_by_x_component_coloring	0	2	4	1.152	
98	1111223232443344	1211132434223434	12429	fallback_evaluated_by_x_component_coloring	0	3	4	1.868	
100	1111223233243444	1231142213324344	21666	fallback_evaluated_by_x_component_coloring	0	4	6	9.328	
101	1111223233244344	1231142213324434	21667	fallback_evaluated_by_x_component_coloring	0	6	9	30.331	
102	1111223233244434	1213141222333444	18601	fallback_evaluated_by_x_component_coloring	0	6	6	14.072	
103	1111223233423444	1213211423243344	18945	fallback_evaluated_by_x_component_coloring	0	2	5	1.129	
104	1111223233424344	1123211423342434	10371	fallback_evaluated_by_x_component_coloring	0	4	4	2.528	
106	1111223233442344	1213122313244434	18083	fallback_evaluated_by_x_component_coloring	0	6	5	11.986	
109	1111223234233444	1123241321423344	11429	fallback_evaluated_by_x_component_coloring	0	1	5	0.400	
113	1111223234243434	1213122431324344	18188	fallback_evaluated_by_x_component_coloring	0	4	5	2.100	
115	1111223234324344	1231142321233444	21732	fallback_evaluated_by_x_component_coloring	0	2	4	0.924	
116	1111223234324434	1231122431342344	21160	fallback_evaluated_by_x_component_coloring	0	3	6	0.157	
120	1111223234423344	1213141222333444	18601	fallback_evaluated_by_x_component_coloring	0	2	8	3.009	
122	1111223234432344	1212131432324434	15689	fallback_evaluated_by_x_component_coloring	0	2	5	0.890	
125	1111223242333444	1123211324243344	10323	fallback_evaluated_by_x_component_coloring	0	10	25	143.988	
126	1111223242334344	1231122433142434	21172	fallback_evaluated_by_x_component_coloring	0	4	4	2.820	
127	1111223242334434	1213121423233444	17964	fallback_evaluated_by_x_component_coloring	0	5	11	8.545	
128	1111223242343344	1213211324432434	18914	fallback_evaluated_by_x_component_coloring	0	3	6	2.273	
130	1111223243233444	1211132324324434	12361	fallback_evaluated_by_x_component_coloring	0	4	4	2.444	
132	1111223243234434	1231121432432344	20963	fallback_evaluated_by_x_component_coloring	0	4	5	3.385	
133	1111223243243344	1231142321323444	21737	fallback_evaluated_by_x_component_coloring	0	2	4	0.905	
134	1111223243243434	1211132324423344	12365	fallback_evaluated_by_x_component_coloring	0	2	14	6.636	
135	1111223243323444	1123211324243344	10323	fallback_evaluated_by_x_component_coloring	0	4	14	13.228	
136	1111223243324344	1213211224343434	18824	fallback_evaluated_by_x_component_coloring	0	3	4	1.508	
137	1111223243342344	1213211324324434	18907	fallback_evaluated_by_x_component_coloring	0	4	4	2.173	
138	1111223243342434	1213231214423344	19665	fallback_evaluated_by_x_component_coloring	0	2	5	0.860	
140	1111223243423344	1123211434232434	10397	fallback_evaluated_by_x_component_coloring	0	2	6	1.794	
145	1111223322343444	1212131344223344	15656	fallback_evaluated_by_x_component_coloring	0	3	5	2.128	
146	1111223322344344	1213211234423434	18856	fallback_evaluated_by_x_component_coloring	0	1	3	0.103	
147	1111223322344434	1231122143324344	21031	fallback_evaluated_by_x_component_coloring	0	6	7	14.701	
148	1111223323243444	1123243121423344	11499	fallback_evaluated_by_x_component_coloring	0	1	4	0.080	
149	1111223323244344	1112233244312434	2004	fallback_evaluated_by_x_component_coloring	0	2	4	1.094	
150	1111223323244434	1213211243323444	18870	fallback_partial		6	10	96.167	
151	1111223323423444	1213121243344234	17897	fallback_evaluated_by_x_component_coloring	0	1	4	0.222	
152	1111223323424344	1112232343142434	1790	fallback_evaluated_by_x_component_coloring	0	5	6	11.849	
153	1111223323424434	1231121243233444	20857	fallback_evaluated_by_x_component_coloring	0	2	5	1.152	
154	1111223323442344	1213211243234434	18867	fallback_evaluated_by_x_component_coloring	0	1	5	0.709	
155	1111223323442434	1231142132243344	21637	fallback_evaluated_by_x_component_coloring	0	4	6	3.775	
157	1111223324233444	1231121233444234	20835	fallback_evaluated_by_x_component_coloring	0	1	2	0.131	
158	1111223324234344	1122132133442434	7154	fallback_evaluated_by_x_component_coloring	0	4	12	8.253	
160	1111223324243344	1213211422334434	18939	fallback_evaluated_by_x_component_coloring	0	2	5	1.176	
161	1111223324243434	1123231241423344	11121	fallback_evaluated_by_x_component_coloring	-2	3	4	1.688	
162	1111223324323444	1212131342243344	15643	fallback_partial		8	14	45.460	
163	1111223324324344	1122131322344434	7028	fallback_evaluated_by_x_component_coloring	0	16	6	106.454	
164	1111223324324434	1231121242333444	20852	fallback_evaluated_by_x_component_coloring	0	4	12	7.836	
165	1111223324342344	1213122431324434	18189	fallback_evaluated_by_x_component_coloring	0	6	7	12.501	
166	1111223324342434	1213231144223344	19630	fallback_evaluated_by_x_component_coloring	0	4	5	2.005	
168	1111223324423344	1234121231233444	23836	fallback_evaluated_by_x_component_coloring	0	2	1	0.043	
171	1111223324432434	1234111222343344	23566	fallback_evaluated_by_x_component_coloring	0	2	3	0.253	
172	1111223324434234	1231142321233444	21732	fallback_evaluated_by_x_component_coloring	0	2	3	0.194	
173	1111223342233444	1112232313424434	1730	fallback_partial		14	22	184.421	
176	1111223342243344	1212131324432434	15638	fallback_evaluated_by_x_component_coloring	0	3	6	2.090	
177	1111223342243434	1122133441223344	7541	fallback_evaluated_by_x_component_coloring	0	2	5	0.949	
178	1111223342323444	1211132323244434	12347	fallback_evaluated_by_x_component_coloring	0	4	6	3.416	
179	1111223342324344	1122133414232434	7504	fallback_evaluated_by_x_component_coloring	0	4	4	2.033	
180	1111223342324434	1123241324132344	11446	fallback_evaluated_by_x_component_coloring	0	1	4	0.037	
184	1111223342423344	1231122433142434	21172	fallback_evaluated_by_x_component_coloring	0	4	4	1.935	
185	1111223342423434	1213142312243344	18744	fallback_evaluated_by_x_component_coloring	0	1	6	0.821	
186	1111223342432344	1213121432234434	17982	fallback_evaluated_by_x_component_coloring	0	2	6	1.671	
189	1111223344223344	1211132423243434	12400	fallback_evaluated_by_x_component_coloring	0	6	16	25.490	
192	1111223344232434	1211132423423344	12407	fallback_evaluated_by_x_component_coloring	0	4	13	10.870	
194	1111223422333444	1122133234414234	7448	fallback_evaluated_by_x_component_coloring	0	2	4	1.348	
197	1111223422343344	1213231144223434	19631	fallback_evaluated_by_x_component_coloring	0	1	6	0.887	
199	1111223423233444	1213241132423344	19911	fallback_evaluated_by_x_component_coloring	0	5	14	15.792	
200	1111223423234344	1231142132432434	21648	fallback_evaluated_by_x_component_coloring	0	2	4	0.811	
204	1111223423323444	1231142132344234	21644	fallback_evaluated_by_x_component_coloring	0	2	2	0.034	
205	1111223423324344	1123142231342434	10135	fallback_evaluated_by_x_component_coloring	0	2	7	0.080	
206	1111223423324434	1213241132342344	19908	fallback_evaluated_by_x_component_coloring	0	2	3	0.187	
207	1111223423342344	1123231142324434	11041	fallback_evaluated_by_x_component_coloring	0	2	4	0.751	
215	1111223432234344	1231142231432434	21690	fallback_evaluated_by_x_component_coloring	0	1	6	0.962	
218	1111223432324344	1123142213342434	10119	fallback_evaluated_by_x_component_coloring	0	2	8	0.266	
219	1111223432324434	1213243123142344	20087	fallback_evaluated_by_x_component_coloring	0	1	3	0.006	
225	1111223432432344	1231122124334434	20982	fallback_evaluated_by_x_component_coloring	0	2	4	0.907	
228	1111223434223344	1123122133442434	9452	fallback_evaluated_by_x_component_coloring	0	4	5	2.980	
230	1111223434232344	1231122132434434	20991	fallback_evaluated_by_x_component_coloring	0	1	4	0.053	
233	1111232223433444	1213213144223344	19246	fallback_evaluated_by_x_component_coloring	0	2	6	2.018	
234	1111232223434344	1213212143342434	19042	fallback_evaluated_by_x_component_coloring	0	4	13	3.424	
237	1111232232343444	1123214314223344	10945	fallback_evaluated_by_x_component_coloring	0	1	6	0.785	
238	1111232232344344	1213112324423434	17724	fallback_evaluated_by_x_component_coloring	0	3	5	0.096	
239	1111232232433444	1122113324434234	6591	fallback_evaluated_by_x_component_coloring	0	8	5	14.961	
242	1111232232443434	1234112314223344	23719	fallback_evaluated_by_x_component_coloring	0	2	2	0.076	
243	1111232233243444	1213112223443344	17630	fallback_evaluated_by_x_component_coloring	0	6	6	12.595	
244	1111232233244344	1234112321324434	23731	fallback_evaluated_by_x_component_coloring	0	2	3	0.488	
246	1111232233424344	1231112423243434	20728	fallback_evaluated_by_x_component_coloring	0	1	4	0.044	
247	1111232233424434	1213213214243344	19273	fallback_evaluated_by_x_component_coloring	0	2	6	1.205	
249	1111232233442434	1231112423243344	20727	fallback_evaluated_by_x_component_coloring	0	1	5	0.196	
251	1111232234233444	1234112321423344	23735	fallback_evaluated_by_x_component_coloring	0	1	3	0.043	
262	1111232234423344	1213112422333444	17749	fallback_evaluated_by_x_component_coloring	0	6	12	14.581	
264	1111232234432344	1212113432324434	15221	fallback_evaluated_by_x_component_coloring	0	2	5	0.868	
266	1111232242333444	1123211324344234	10330	fallback_evaluated_by_x_component_coloring	0	2	4	3.259	
267	1111232242334344	1213211423243434	18946	fallback_evaluated_by_x_component_coloring	0	1	5	0.433	
271	1111232243233444	1213211422334344	18938	fallback_evaluated_by_x_component_coloring	0	4	5	2.482	
274	1111232243243344	1213214212334434	19455	fallback_evaluated_by_x_component_coloring	0	1	4	0.057	
276	1111232243323444	1213213212344434	19254	fallback_evaluated_by_x_component_coloring	0	1	4	0.059	
277	1111232243342344	1212112333424434	15026	fallback_evaluated_by_x_component_coloring	0	3	6	2.774	
282	1111232243432344	1123212334124434	10516	fallback_evaluated_by_x_component_coloring	0	1	4	0.159	
283	1111232243432434	1213213412243344	19344	fallback_evaluated_by_x_component_coloring	0	1	6	0.948	
286	1111232322344344	1213212143323444	19038	fallback_evaluated_by_x_component_coloring	0	2	6	1.666	
287	1111232322433444	1213213244314234	19339	fallback_evaluated_by_x_component_coloring	0	2	4	1.044	
288	1111232322434344	1231114234232434	20801	fallback_evaluated_by_x_component_coloring	0	2	3	0.377	
289	1111232322434434	1213214324132344	19558	fallback_evaluated_by_x_component_coloring	0	2	6	2.157	
290	1111232322443434	1234112132243344	23629	fallback_evaluated_by_x_component_coloring	0	2	5	1.489	
291	1111232323243444	1234112132324434	23633	fallback_evaluated_by_x_component_coloring	0	2	2	0.042	
292	1111232323244344	1122113233442434	6518	fallback_evaluated_by_x_component_coloring	0	4	12	7.788	
304	1111232324323444	1123213142243344	10653	fallback_evaluated_by_x_component_coloring	0	4	5	2.049	
310	1111232324423344	1213112243342434	17686	fallback_evaluated_by_x_component_coloring	0	4	4	2.149	
312	1111232324432344	1231112232344434	20610	fallback_evaluated_by_x_component_coloring	0	1	4	0.194	
314	1111232342233444	1234112213324344	23658	fallback_evaluated_by_x_component_coloring	0	2	4	0.779	
317	1111232342243344	1123214312432434	10943	fallback_evaluated_by_x_component_coloring	0	1	5	0.211	
334	1111232422333444	1123214323144234	10971	fallback_evaluated_by_x_component_coloring	0	1	5	0.814	
335	1111232422334344	1213213213244434	19263	fallback_evaluated_by_x_component_coloring	0	2	5	0.947	
342	1111232423243344	1234112132324434	23633	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
343	1111232423243434	1234112132324344	23632	fallback_evaluated_by_x_component_coloring	0	1	3	0.006	
344	1111232423323444	1234112122343344	23608	fallback_evaluated_by_x_component_coloring	0	1	3	0.008	
345	1111232423324344	1213112232344434	17640	fallback_evaluated_by_x_component_coloring	0	3	4	1.557	
346	1111232423324434	1213214122333444	19411	fallback_evaluated_by_x_component_coloring	0	2	6	1.183	
350	1111232423423344	1123213244132434	10755	fallback_evaluated_by_x_component_coloring	0	4	4	1.832	
355	1111232432323444	1213112234344234	17666	fallback_evaluated_by_x_component_coloring	0	1	2	0.003	
357	1111232432324434	1213112243243344	17680	fallback_evaluated_by_x_component_coloring	0	4	12	7.003	
361	1111232432423344	1231112234342434	20635	fallback_evaluated_by_x_component_coloring	0	1	2	0.003	
364	1111232432432434	1213114223234344	17797	fallback_evaluated_by_x_component_coloring	0	3	7	3.568	
377	1111234223324344	1123211233442434	10262	fallback_evaluated_by_x_component_coloring	0	2	3	0.156	
390	1111234232243344	1213211324432434	18914	fallback_proved_zero	0	0	4	0.541	
408	1112122233343444	1122334114223344	8723	fallback_evaluated_by_x_component_coloring	0	2	5	132.332	
409	1112122233344344	1122113432324434	6641	fallback_evaluated_by_x_component_coloring	0	6	5	65.525	
410	1112122233433444	1231212313244434	22031	fallback_evaluated_by_x_component_coloring	0	3	4	26.491	
411	1112122233434344	1211312432243434	13946	fallback_evaluated_by_x_component_coloring	0	2	6	5.060	
412	1112122233434434	1231412312233444	23241	fallback_evaluated_by_x_component_coloring	0	1	4	0.363	
413	1112122233443434	1211213324423344	12659	fallback_evaluated_by_x_component_coloring	0	2	15	8.837	
415	1112122234334434	1231421321243344	23433	fallback_evaluated_by_x_component_coloring	0	2	4	1.112	
417	1112122234343434	1231421321324344	23436	fallback_evaluated_by_x_component_coloring	0	1	4	0.035	
418	1112122323343444	1211323144223344	14440	fallback_evaluated_by_x_component_coloring	0	2	5	19.614	
419	1112122323344344	1231214231323444	22449	fallback_evaluated_by_x_component_coloring	0	2	3	2.412	
423	1112122323443434	1211323244123344	14526	fallback_evaluated_by_x_component_coloring	0	2	4	0.732	
425	1112122324334434	1122314341232344	8479	fallback_evaluated_by_x_component_coloring	0	1	4	0.074	
426	1112122324343344	1231112243423434	20659	fallback_evaluated_by_x_component_coloring	0	2	3	0.257	
429	1112122332344344	1231112234432434	20640	fallback_evaluated_by_x_component_coloring	0	1	4	0.195	
430	1112122332433444	1231112243234434	20649	fallback_evaluated_by_x_component_coloring	0	4	4	6.413	
431	1112122332434344	1231114232243434	20786	fallback_evaluated_by_x_component_coloring	0	4	5	4.442	
434	1112122333423444	1231213123244434	22177	fallback_evaluated_by_x_component_coloring	0	1	4	0.164	
435	1112122333442344	1211322123344434	14176	fallback_evaluated_by_x_component_coloring	0	2	5	1.517	
